DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2008-04,101.96,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2008-05,102.08,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2008-06,101.27,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2008-07,93.34,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2008-08,94.68,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2008-09,99.93,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2008-10,102.42,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2008-11,102.82,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2008-12,101.49,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-01,92.33,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-02,93.38,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-03,98.93,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-04,101.14,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-05,101.26,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-06,100.09,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-07,92.00,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-08,93.74,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-09,99.15,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-10,101.54,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-11,101.92,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2009-12,101.20,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-01,90.72,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-02,91.99,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-03,99.67,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-04,101.89,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-05,101.99,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-06,100.84,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-07,91.72,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-08,93.20,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-09,100.41,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-10,102.20,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-11,102.84,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2010-12,101.82,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-01,90.33,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-02,90.44,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-03,100.76,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-04,103.12,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-05,103.49,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-06,101.92,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-07,90.16,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-08,91.81,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-09,102.22,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-10,104.56,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-11,105.00,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2011-12,103.39,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-01,91.22,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-02,91.76,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-03,102.93,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-04,105.05,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-05,105.00,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-06,103.23,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-07,92.03,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-08,92.68,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-09,103.19,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-10,105.29,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-11,105.69,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2012-12,104.34,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-01,91.37,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-02,91.72,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-03,103.36,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-04,105.20,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-05,105.44,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-06,104.02,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-07,92.46,
